name|pa|ab|h|hr|r|rbi|sb|so|bb|hbp|sf|x1b|x2b|x3b
Jeimer Candelario|8|8|1|0|1|0|0|5|0|0|0|0|1|0
Trevor Story|33|33|4|1|1|2|0|14|0|0|0|2|1|0
Brent Rooker|29|27|4|0|2|1|0|12|2|0|0|4|0|0
Xander Bogaerts|29|28|4|0|0|3|0|2|1|0|0|3|1|0
Ryan McMahon|21|17|1|0|1|2|0|8|4|0|0|1|0|0
Josh Jung|25|24|3|0|1|1|0|7|1|0|0|3|0|0
Jake McCarthy|22|21|2|0|1|1|4|5|0|1|0|1|1|0
Kyle Manzardo|31|27|2|0|1|1|0|12|3|1|0|2|0|0
C.J. Kayfus|13|10|0|0|1|0|0|6|2|1|0|0|0|0
Cedric Mullins|27|25|2|0|0|3|0|9|0|1|1|1|1|0
Spencer Torkelson|26|24|3|0|2|3|0|10|2|0|0|2|1|0
Josh Naylor|35|32|3|0|0|2|0|5|3|0|0|3|0|0
Marcell Ozuna|27|23|1|0|1|0|0|6|4|0|0|1|0|0
Caleb Durbin|23|22|1|0|0|1|0|6|1|0|0|1|0|0
Carlos Santana|25|23|1|0|1|0|0|8|2|0|0|0|1|0
