name|pa|ab|h|hr|r|rbi|sb|so|bb|hbp|sf|x1b|x2b|x3b
Jose Trevino|12|11|1|0|0|0|0|3|1|0|0|1|0|0
James Outman|13|12|0|0|1|0|2|7|1|0|0|0|0|0
Reese McGuire|10|10|0|0|0|0|0|3|0|0|0|0|0|0
Bo Bichette|48|45|9|0|4|6|0|12|2|0|1|7|2|0
Harrison Bader|41|38|5|1|4|3|0|13|2|0|1|3|1|0
Josh Jung|33|32|6|0|1|1|0|9|1|0|0|6|0|0
Jakob Marsee|44|38|4|0|5|2|1|14|5|0|1|2|1|1
Cedric Mullins|40|38|5|1|3|5|2|11|0|1|1|3|1|0
Jake McCarthy|28|25|3|0|1|1|4|6|1|1|0|1|2|0
Ryan McMahon|29|23|2|0|2|2|0|11|6|0|0|2|0|0
Josh Smith|34|29|3|0|0|1|1|6|5|0|0|3|0|0
Caleb Durbin|34|32|4|0|1|1|0|6|2|0|0|3|1|0
Jordan Beck|24|22|2|0|1|4|1|6|2|0|0|1|1|0
Nathan Church|27|26|3|0|3|2|0|8|1|0|0|3|0|0
Rob Refsnyder|15|13|0|0|0|0|0|4|2|0|0|0|0|0
Andrew Benintendi|26|25|5|0|0|1|0|11|1|0|0|5|0|0
Jeimer Candelario|17|16|2|0|3|0|0|7|1|0|0|0|2|0
Brenton Doyle|34|31|4|0|4|0|1|12|3|0|0|3|1|0
Kyle Manzardo|38|32|2|0|1|1|0|12|4|2|0|2|0|0
Trevor Story|47|46|6|1|1|4|0|17|0|0|1|4|1|0
Carlos Santana|26|24|2|0|1|0|0|8|2|0|0|1|1|0
Marcell Ozuna|35|31|2|0|1|0|0|8|4|0|0|2|0|0
Josh Naylor|48|44|5|0|0|2|0|5|4|0|0|5|0|0
